 &plot nbnd=  40, nks=    24 /
            0.000000  0.000000  0.000000
   -8.773   -8.772   -8.079   -8.079   -8.000   -7.711   -7.711   -5.951   -5.950   -4.646
            0.000000 -0.500000  3.659265
  -21.660  -21.395  -21.395  -20.621  -20.621  -19.395  -19.395  -17.814  -17.814  -16.304
  -15.862  -14.965  -14.964  -14.167  -14.128  -14.128  -13.122  -13.122  -12.994  -12.994
  -11.653  -11.653  -11.210  -11.209  -10.691   -9.985   -9.735   -9.735   -9.606   -9.606
   -9.107   -8.739   -8.739   -8.147   -8.147   -6.867   -6.867   -5.214   -5.214   -3.653
            0.000000 -0.500000  4.879021
  -20.449  -20.190  -20.190  -19.437  -19.437  -18.273  -18.273  -17.211  -17.192  -17.192
  -16.284  -16.284  -16.006  -16.006  -15.276  -14.902  -14.902  -13.753  -13.496  -13.495
  -12.428  -12.408  -12.408  -11.069  -10.733  -10.733  -10.251  -10.251   -9.864   -9.863
   -8.175   -7.871   -7.871   -7.059   -7.058   -5.987   -5.986   -5.094   -5.093   -4.800
            0.000000 -0.500000 -6.098776
  -18.936  -18.936  -18.692  -18.692  -18.691  -18.691  -18.034  -18.034  -18.034  -18.034
  -16.540  -16.540  -16.540  -16.540  -15.143  -15.143  -15.142  -15.142  -13.973  -13.973
  -12.517  -12.517  -11.370  -11.370  -11.370  -11.369  -10.235  -10.235  -10.235  -10.235
   -6.547   -6.547   -6.360   -6.360   -6.359   -6.359   -5.984   -5.984   -5.984   -5.984
           -0.500000 -0.500000  0.000000
  -23.250  -22.978  -22.978  -22.183  -22.183  -20.915  -20.915  -19.250  -19.250  -17.641
  -16.683  -14.811  -14.811  -12.417  -12.417  -11.542  -11.235  -11.234  -10.704  -10.703
  -10.235   -9.995   -9.995   -9.302   -9.302   -9.185   -9.185   -8.445   -8.445   -8.268
   -8.268   -7.539   -7.539   -7.208   -7.207   -6.721   -6.682   -6.677   -6.677   -5.457
           -0.500000 -0.500000  1.219755
  -23.071  -22.801  -22.800  -22.008  -22.008  -20.744  -20.744  -19.086  -19.086  -17.492
  -16.532  -14.691  -14.691  -12.362  -12.362  -11.336  -11.034  -11.034  -10.973  -10.720
  -10.720  -10.620  -10.619   -9.983   -9.983   -9.275   -9.275   -8.774   -8.774   -8.258
   -8.258   -8.104   -8.103   -7.517   -7.517   -7.375   -7.036   -6.488   -6.488   -5.254
           -0.500000 -0.500000  2.439510
  -22.539  -22.271  -22.270  -21.485  -21.485  -20.234  -20.234  -18.600  -18.600  -17.045
  -16.118  -14.409  -14.408  -12.651  -12.552  -12.552  -12.326  -12.326  -11.216  -11.215
  -11.165  -11.165  -10.731  -10.499  -10.499   -9.826   -9.825   -9.635   -9.635   -8.906
   -8.773   -8.772   -8.079   -8.079   -8.000   -7.711   -7.711   -5.951   -5.950   -4.647
           -0.500000 -0.500000  3.659265
  -21.660  -21.395  -21.395  -20.621  -20.621  -19.395  -19.395  -17.814  -17.814  -16.305
  -15.863  -14.964  -14.964  -14.167  -14.128  -14.128  -13.122  -13.122  -12.994  -12.994
  -11.653  -11.653  -11.210  -11.209  -10.691   -9.986   -9.736   -9.735   -9.606   -9.606
   -9.107   -8.740   -8.739   -8.147   -8.147   -6.867   -6.867   -5.214   -5.214   -3.654
           -0.500000 -0.500000  4.879021
  -20.449  -20.190  -20.190  -19.437  -19.437  -18.273  -18.273  -17.211  -17.192  -17.192
  -16.284  -16.284  -16.006  -16.005  -15.275  -14.902  -14.901  -13.752  -13.495  -13.495
  -12.428  -12.408  -12.408  -11.069  -10.733  -10.733  -10.250  -10.250   -9.863   -9.863
   -8.175   -7.871   -7.871   -7.058   -7.058   -5.986   -5.986   -5.093   -5.093   -4.800
           -0.500000 -0.500000 -6.098776
  -18.936  -18.936  -18.692  -18.692  -18.691  -18.691  -18.034  -18.034  -18.034  -18.034
  -16.540  -16.540  -16.540  -16.540  -15.143  -15.143  -15.143  -15.142  -13.974  -13.973
  -12.518  -12.518  -11.370  -11.370  -11.370  -11.370  -10.236  -10.236  -10.236  -10.236
   -6.548   -6.548   -6.360   -6.360   -6.360   -6.360   -5.985   -5.985   -5.985   -5.985
           -0.500000  0.000000  0.000000
  -23.250  -22.978  -22.978  -22.183  -22.183  -20.915  -20.915  -19.250  -19.250  -17.641
  -16.683  -14.812  -14.811  -12.417  -12.417  -11.543  -11.235  -11.235  -10.704  -10.703
  -10.235   -9.995   -9.995   -9.302   -9.301   -9.185   -9.184   -8.445   -8.445   -8.269
   -8.268   -7.539   -7.539   -7.209   -7.208   -6.721   -6.683   -6.677   -6.677   -5.457
           -0.500000  0.000000 -1.219755
  -23.071  -22.801  -22.800  -22.008  -22.008  -20.744  -20.744  -19.086  -19.086  -17.491
  -16.532  -14.691  -14.691  -12.362  -12.361  -11.336  -11.034  -11.034  -10.973  -10.720
  -10.720  -10.619  -10.619   -9.983   -9.983   -9.275   -9.275   -8.775   -8.774   -8.258
   -8.257   -8.104   -8.103   -7.517   -7.517   -7.375   -7.036   -6.488   -6.488   -5.253
           -0.500000  0.000000 -2.439510
  -22.539  -22.271  -22.270  -21.485  -21.485  -20.234  -20.234  -18.600  -18.600  -17.045
  -16.118  -14.408  -14.408  -12.651  -12.552  -12.552  -12.326  -12.326  -11.216  -11.215
  -11.165  -11.165  -10.731  -10.499  -10.498   -9.826   -9.826   -9.635   -9.635   -8.906
   -8.772   -8.772   -8.079   -8.079   -8.000   -7.711   -7.711   -5.951   -5.950   -4.647
           -0.500000  0.000000 -3.659265
  -21.660  -21.395  -21.395  -20.621  -20.621  -19.395  -19.395  -17.814  -17.814  -16.304
  -15.862  -14.965  -14.964  -14.167  -14.128  -14.128  -13.122  -13.121  -12.994  -12.994
  -11.653  -11.653  -11.209  -11.209  -10.691   -9.985   -9.735   -9.735   -9.606   -9.606
   -9.107   -8.739   -8.739   -8.147   -8.147   -6.867   -6.867   -5.214   -5.213   -3.653
           -0.500000  0.000000 -4.879021
  -20.449  -20.190  -20.190  -19.437  -19.437  -18.273  -18.273  -17.211  -17.192  -17.192
  -16.284  -16.284  -16.006  -16.006  -15.275  -14.902  -14.902  -13.753  -13.495  -13.495
  -12.428  -12.409  -12.408  -11.069  -10.733  -10.733  -10.251  -10.251   -9.864   -9.863
   -8.175   -7.871   -7.871   -7.059   -7.058   -5.987   -5.986   -5.093   -5.093   -4.800
           -0.500000  0.000000  6.098776
  -18.936  -18.936  -18.692  -18.691  -18.691  -18.691  -18.034  -18.034  -18.034  -18.034
  -16.540  -16.540  -16.540  -16.540  -15.143  -15.143  -15.142  -15.142  -13.973  -13.973
  -12.517  -12.517  -11.370  -11.370  -11.369  -11.369  -10.235  -10.235  -10.235  -10.235
   -6.547   -6.547   -6.360   -6.359   -6.359   -6.359   -5.984   -5.984   -5.984   -5.984
